=== Task: pretrain (server) ===
timestamp: 20251016_114400
config:
rounds: 200
clients_per_round: 40
local_epochs: 4
optimizer:
  lr: 0.0002
  weight_decay: 0.01
batch_size: 32
num_workers: 8
use_amp: true
dp:
  enabled: true
  target_epsilon: 5
  target_delta: 1.0e-05
  noise_multiplier: null
  max_grad_norm: 1.0
secure_aggregation:
  enabled: true
  threshold: 21
server_noise_scale: 0.0
[Round 1] global metrics: loss=1.6638 pixel_mse=1.6634 token_norm=24.2379 max_token_norm=25.1726 privacy_epsilon=0.1587 privacy_epsilon_cum=0.2785 privacy_epsilon_inc=0.2785 privacy_delta=1.0e-05
[Round 2] global metrics: loss=1.6627 pixel_mse=1.6624 token_norm=24.2386 max_token_norm=25.1721 privacy_epsilon=0.1587 privacy_epsilon_cum=0.4044 privacy_epsilon_inc=0.1259 privacy_delta=1.0e-05
[Round 3] global metrics: loss=1.6631 pixel_mse=1.6627 token_norm=24.2370 max_token_norm=25.1693 privacy_epsilon=0.1587 privacy_epsilon_cum=0.4926 privacy_epsilon_inc=0.0883 privacy_delta=1.0e-05
[Round 4] global metrics: loss=1.6622 pixel_mse=1.6619 token_norm=24.2359 max_token_norm=25.1678 privacy_epsilon=0.1587 privacy_epsilon_cum=0.5809 privacy_epsilon_inc=0.0883 privacy_delta=1.0e-05
[Round 5] global metrics: loss=1.6629 pixel_mse=1.6625 token_norm=24.2336 max_token_norm=25.1672 privacy_epsilon=0.1587 privacy_epsilon_cum=0.6691 privacy_epsilon_inc=0.0883 privacy_delta=1.0e-05
[Round 6] global metrics: loss=1.6628 pixel_mse=1.6624 token_norm=24.2339 max_token_norm=25.1655 privacy_epsilon=0.1587 privacy_epsilon_cum=0.7273 privacy_epsilon_inc=0.0581 privacy_delta=1.0e-05
[Round 7] global metrics: loss=1.6634 pixel_mse=1.6630 token_norm=24.2325 max_token_norm=25.1645 privacy_epsilon=0.1587 privacy_epsilon_cum=0.7823 privacy_epsilon_inc=0.0551 privacy_delta=1.0e-05
[Round 8] global metrics: loss=1.6628 pixel_mse=1.6624 token_norm=24.2311 max_token_norm=25.1642 privacy_epsilon=0.1587 privacy_epsilon_cum=0.8374 privacy_epsilon_inc=0.0551 privacy_delta=1.0e-05
[Round 9] global metrics: loss=1.6621 pixel_mse=1.6618 token_norm=24.2283 max_token_norm=25.1607 privacy_epsilon=0.1587 privacy_epsilon_cum=0.8924 privacy_epsilon_inc=0.0551 privacy_delta=1.0e-05
[Round 10] global metrics: loss=1.6629 pixel_mse=1.6625 token_norm=24.2284 max_token_norm=25.1604 privacy_epsilon=0.1587 privacy_epsilon_cum=0.9475 privacy_epsilon_inc=0.0551 privacy_delta=1.0e-05
[Round 11] global metrics: loss=1.6621 pixel_mse=1.6617 token_norm=24.2268 max_token_norm=25.1626 privacy_epsilon=0.1587 privacy_epsilon_cum=1.0023 privacy_epsilon_inc=0.0548 privacy_delta=1.0e-05
[Round 12] global metrics: loss=1.6633 pixel_mse=1.6629 token_norm=24.2261 max_token_norm=25.1599 privacy_epsilon=0.1587 privacy_epsilon_cum=1.0463 privacy_epsilon_inc=0.0440 privacy_delta=1.0e-05
[Round 13] global metrics: loss=1.6627 pixel_mse=1.6623 token_norm=24.2242 max_token_norm=25.1574 privacy_epsilon=0.1587 privacy_epsilon_cum=1.0903 privacy_epsilon_inc=0.0440 privacy_delta=1.0e-05
[Round 14] global metrics: loss=1.6627 pixel_mse=1.6623 token_norm=24.2235 max_token_norm=25.1580 privacy_epsilon=0.1587 privacy_epsilon_cum=1.1343 privacy_epsilon_inc=0.0440 privacy_delta=1.0e-05
[Round 15] global metrics: loss=1.6633 pixel_mse=1.6629 token_norm=24.2214 max_token_norm=25.1548 privacy_epsilon=0.1587 privacy_epsilon_cum=1.1783 privacy_epsilon_inc=0.0440 privacy_delta=1.0e-05
[Round 16] global metrics: loss=1.6624 pixel_mse=1.6620 token_norm=24.2202 max_token_norm=25.1559 privacy_epsilon=0.1587 privacy_epsilon_cum=1.2223 privacy_epsilon_inc=0.0440 privacy_delta=1.0e-05
[Round 17] global metrics: loss=1.6616 pixel_mse=1.6612 token_norm=24.2181 max_token_norm=25.1525 privacy_epsilon=0.1587 privacy_epsilon_cum=1.2629 privacy_epsilon_inc=0.0406 privacy_delta=1.0e-05
[Round 18] global metrics: loss=1.6623 pixel_mse=1.6619 token_norm=24.2181 max_token_norm=25.1527 privacy_epsilon=0.1587 privacy_epsilon_cum=1.3014 privacy_epsilon_inc=0.0385 privacy_delta=1.0e-05
[Round 19] global metrics: loss=1.6624 pixel_mse=1.6620 token_norm=24.2172 max_token_norm=25.1510 privacy_epsilon=0.1587 privacy_epsilon_cum=1.3399 privacy_epsilon_inc=0.0385 privacy_delta=1.0e-05
[Round 20] global metrics: loss=1.6621 pixel_mse=1.6617 token_norm=24.2162 max_token_norm=25.1511 privacy_epsilon=0.1587 privacy_epsilon_cum=1.3784 privacy_epsilon_inc=0.0385 privacy_delta=1.0e-05
[Round 21] global metrics: loss=1.6618 pixel_mse=1.6614 token_norm=24.2155 max_token_norm=25.1500 privacy_epsilon=0.1587 privacy_epsilon_cum=1.4169 privacy_epsilon_inc=0.0385 privacy_delta=1.0e-05
[Round 22] global metrics: loss=1.6623 pixel_mse=1.6619 token_norm=24.2132 max_token_norm=25.1478 privacy_epsilon=0.1587 privacy_epsilon_cum=1.4554 privacy_epsilon_inc=0.0385 privacy_delta=1.0e-05
[Round 23] global metrics: loss=1.6628 pixel_mse=1.6625 token_norm=24.2133 max_token_norm=25.1461 privacy_epsilon=0.1587 privacy_epsilon_cum=1.4924 privacy_epsilon_inc=0.0370 privacy_delta=1.0e-05
[Round 24] global metrics: loss=1.6624 pixel_mse=1.6620 token_norm=24.2123 max_token_norm=25.1468 privacy_epsilon=0.1587 privacy_epsilon_cum=1.5254 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 25] global metrics: loss=1.6629 pixel_mse=1.6626 token_norm=24.2119 max_token_norm=25.1466 privacy_epsilon=0.1587 privacy_epsilon_cum=1.5583 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 26] global metrics: loss=1.6609 pixel_mse=1.6606 token_norm=24.2105 max_token_norm=25.1463 privacy_epsilon=0.1587 privacy_epsilon_cum=1.5913 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 27] global metrics: loss=1.6616 pixel_mse=1.6612 token_norm=24.2102 max_token_norm=25.1440 privacy_epsilon=0.1587 privacy_epsilon_cum=1.6243 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 28] global metrics: loss=1.6624 pixel_mse=1.6620 token_norm=24.2103 max_token_norm=25.1448 privacy_epsilon=0.1587 privacy_epsilon_cum=1.6573 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 29] global metrics: loss=1.6612 pixel_mse=1.6608 token_norm=24.2075 max_token_norm=25.1397 privacy_epsilon=0.1587 privacy_epsilon_cum=1.6903 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 30] global metrics: loss=1.6610 pixel_mse=1.6607 token_norm=24.2063 max_token_norm=25.1387 privacy_epsilon=0.1587 privacy_epsilon_cum=1.7233 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 31] global metrics: loss=1.6614 pixel_mse=1.6611 token_norm=24.2051 max_token_norm=25.1394 privacy_epsilon=0.1587 privacy_epsilon_cum=1.7562 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 32] global metrics: loss=1.6619 pixel_mse=1.6615 token_norm=24.2043 max_token_norm=25.1377 privacy_epsilon=0.1587 privacy_epsilon_cum=1.7892 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 33] global metrics: loss=1.6617 pixel_mse=1.6613 token_norm=24.2045 max_token_norm=25.1369 privacy_epsilon=0.1587 privacy_epsilon_cum=1.8222 privacy_epsilon_inc=0.0330 privacy_delta=1.0e-05
[Round 34] global metrics: loss=1.6613 pixel_mse=1.6609 token_norm=24.2030 max_token_norm=25.1364 privacy_epsilon=0.1587 privacy_epsilon_cum=1.8523 privacy_epsilon_inc=0.0300 privacy_delta=1.0e-05
[Round 35] global metrics: loss=1.6629 pixel_mse=1.6625 token_norm=24.2030 max_token_norm=25.1367 privacy_epsilon=0.1587 privacy_epsilon_cum=1.8797 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 36] global metrics: loss=1.6620 pixel_mse=1.6616 token_norm=24.2015 max_token_norm=25.1357 privacy_epsilon=0.1587 privacy_epsilon_cum=1.9072 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 37] global metrics: loss=1.6614 pixel_mse=1.6610 token_norm=24.2013 max_token_norm=25.1359 privacy_epsilon=0.1587 privacy_epsilon_cum=1.9347 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 38] global metrics: loss=1.6609 pixel_mse=1.6606 token_norm=24.1990 max_token_norm=25.1332 privacy_epsilon=0.1587 privacy_epsilon_cum=1.9622 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 39] global metrics: loss=1.6610 pixel_mse=1.6606 token_norm=24.1987 max_token_norm=25.1337 privacy_epsilon=0.1587 privacy_epsilon_cum=1.9897 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 40] global metrics: loss=1.6611 pixel_mse=1.6607 token_norm=24.1966 max_token_norm=25.1291 privacy_epsilon=0.1587 privacy_epsilon_cum=2.0171 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 41] global metrics: loss=1.6618 pixel_mse=1.6614 token_norm=24.1954 max_token_norm=25.1307 privacy_epsilon=0.1587 privacy_epsilon_cum=2.0446 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 42] global metrics: loss=1.6613 pixel_mse=1.6609 token_norm=24.1958 max_token_norm=25.1318 privacy_epsilon=0.1587 privacy_epsilon_cum=2.0721 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 43] global metrics: loss=1.6612 pixel_mse=1.6608 token_norm=24.1952 max_token_norm=25.1313 privacy_epsilon=0.1587 privacy_epsilon_cum=2.0996 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 44] global metrics: loss=1.6609 pixel_mse=1.6606 token_norm=24.1950 max_token_norm=25.1309 privacy_epsilon=0.1587 privacy_epsilon_cum=2.1270 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 45] global metrics: loss=1.6606 pixel_mse=1.6602 token_norm=24.1941 max_token_norm=25.1288 privacy_epsilon=0.1587 privacy_epsilon_cum=2.1545 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 46] global metrics: loss=1.6614 pixel_mse=1.6610 token_norm=24.1952 max_token_norm=25.1311 privacy_epsilon=0.1587 privacy_epsilon_cum=2.1820 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 47] global metrics: loss=1.6603 pixel_mse=1.6600 token_norm=24.1928 max_token_norm=25.1293 privacy_epsilon=0.1587 privacy_epsilon_cum=2.2095 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 48] global metrics: loss=1.6602 pixel_mse=1.6598 token_norm=24.1910 max_token_norm=25.1261 privacy_epsilon=0.1587 privacy_epsilon_cum=2.2370 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 49] global metrics: loss=1.6608 pixel_mse=1.6605 token_norm=24.1905 max_token_norm=25.1252 privacy_epsilon=0.1587 privacy_epsilon_cum=2.2644 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 50] global metrics: loss=1.6624 pixel_mse=1.6621 token_norm=24.1913 max_token_norm=25.1275 privacy_epsilon=0.1587 privacy_epsilon_cum=2.2919 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 51] global metrics: loss=1.6609 pixel_mse=1.6605 token_norm=24.1895 max_token_norm=25.1265 privacy_epsilon=0.1587 privacy_epsilon_cum=2.3194 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 52] global metrics: loss=1.6605 pixel_mse=1.6601 token_norm=24.1880 max_token_norm=25.1236 privacy_epsilon=0.1587 privacy_epsilon_cum=2.3469 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 53] global metrics: loss=1.6614 pixel_mse=1.6610 token_norm=24.1886 max_token_norm=25.1238 privacy_epsilon=0.1587 privacy_epsilon_cum=2.3743 privacy_epsilon_inc=0.0275 privacy_delta=1.0e-05
[Round 54] global metrics: loss=1.6612 pixel_mse=1.6608 token_norm=24.1864 max_token_norm=25.1229 privacy_epsilon=0.1587 privacy_epsilon_cum=2.4008 privacy_epsilon_inc=0.0264 privacy_delta=1.0e-05
[Round 55] global metrics: loss=1.6611 pixel_mse=1.6608 token_norm=24.1872 max_token_norm=25.1193 privacy_epsilon=0.1587 privacy_epsilon_cum=2.4227 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 56] global metrics: loss=1.6609 pixel_mse=1.6606 token_norm=24.1864 max_token_norm=25.1211 privacy_epsilon=0.1587 privacy_epsilon_cum=2.4447 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 57] global metrics: loss=1.6602 pixel_mse=1.6598 token_norm=24.1837 max_token_norm=25.1163 privacy_epsilon=0.1587 privacy_epsilon_cum=2.4667 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 58] global metrics: loss=1.6611 pixel_mse=1.6607 token_norm=24.1825 max_token_norm=25.1164 privacy_epsilon=0.1587 privacy_epsilon_cum=2.4887 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 59] global metrics: loss=1.6603 pixel_mse=1.6600 token_norm=24.1802 max_token_norm=25.1173 privacy_epsilon=0.1587 privacy_epsilon_cum=2.5106 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 60] global metrics: loss=1.6616 pixel_mse=1.6613 token_norm=24.1786 max_token_norm=25.1167 privacy_epsilon=0.1587 privacy_epsilon_cum=2.5326 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 61] global metrics: loss=1.6610 pixel_mse=1.6606 token_norm=24.1783 max_token_norm=25.1153 privacy_epsilon=0.1587 privacy_epsilon_cum=2.5546 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 62] global metrics: loss=1.6609 pixel_mse=1.6606 token_norm=24.1775 max_token_norm=25.1138 privacy_epsilon=0.1587 privacy_epsilon_cum=2.5766 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 63] global metrics: loss=1.6595 pixel_mse=1.6591 token_norm=24.1754 max_token_norm=25.1137 privacy_epsilon=0.1587 privacy_epsilon_cum=2.5985 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 64] global metrics: loss=1.6607 pixel_mse=1.6603 token_norm=24.1733 max_token_norm=25.1120 privacy_epsilon=0.1587 privacy_epsilon_cum=2.6205 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 65] global metrics: loss=1.6603 pixel_mse=1.6600 token_norm=24.1734 max_token_norm=25.1112 privacy_epsilon=0.1587 privacy_epsilon_cum=2.6425 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 66] global metrics: loss=1.6609 pixel_mse=1.6605 token_norm=24.1727 max_token_norm=25.1093 privacy_epsilon=0.1587 privacy_epsilon_cum=2.6645 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 67] global metrics: loss=1.6599 pixel_mse=1.6596 token_norm=24.1710 max_token_norm=25.1068 privacy_epsilon=0.1587 privacy_epsilon_cum=2.6864 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 68] global metrics: loss=1.6602 pixel_mse=1.6598 token_norm=24.1701 max_token_norm=25.1060 privacy_epsilon=0.1587 privacy_epsilon_cum=2.7084 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 69] global metrics: loss=1.6607 pixel_mse=1.6603 token_norm=24.1702 max_token_norm=25.1063 privacy_epsilon=0.1587 privacy_epsilon_cum=2.7304 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 70] global metrics: loss=1.6603 pixel_mse=1.6599 token_norm=24.1695 max_token_norm=25.1044 privacy_epsilon=0.1587 privacy_epsilon_cum=2.7524 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
[Round 71] global metrics: loss=1.6604 pixel_mse=1.6601 token_norm=24.1679 max_token_norm=25.1055 privacy_epsilon=0.1587 privacy_epsilon_cum=2.7743 privacy_epsilon_inc=0.0220 privacy_delta=1.0e-05
